fecha,tuits_negativos,indice,recoleccion_promedio,tipo_usuario,lugar,tuits_positivos
2017-08-07,241092,2.12414178860916,107518,todos,NAC,511534
2017-08-14,242619,2.03902619873255,105258,todos,NAC,494187
2017-08-21,250190,1.98187802674932,106492.714285714,todos,NAC,495259
2017-08-28,243595,1.9888648911138,103739.285714286,todos,NAC,482580
2017-09-04,265081,1.87270778483401,107829.142857143,todos,NAC,489723
2017-09-11,243640,1.96666540833833,103172.142857143,todos,NAC,478565
2017-09-18,298184,1.78087980180302,117536.714285714,todos,NAC,524573
2017-09-25,251873,1.888281828555,103628.714285714,todos,NAC,473528
2017-10-02,242227,1.94185205480275,101577.714285714,todos,NAC,468817
2017-10-09,235098,1.99801609914515,100424.571428571,todos,NAC,467874
2017-10-16,235620,1.99707622737537,100644,todos,NAC,468888
2017-10-23,237156,1.97494550293875,100654.142857143,todos,NAC,467423
2017-10-30,234041,1.96294558130896,98968,todos,NAC,458735
2017-11-06,238350,1.9009643636842,98434.2857142857,todos,NAC,450690
2017-11-13,256645,1.94654426970728,108106.714285714,todos,NAC,500102
2017-11-20,220009,1.92926625533242,91868.2857142857,todos,NAC,423069
2017-11-27,210301,1.91210954873578,87327.4285714286,todos,NAC,400991
2017-12-04,205371,1.94807543243159,86405.4285714286,todos,NAC,399467
2017-12-11,204824,1.90743283079296,84941.7142857143,todos,NAC,389768
2017-12-18,208355,2.00551557336513,89220.5714285714,todos,NAC,416189
2017-12-25,208966,2.12191637483435,93143,todos,NAC,443035
2018-01-01,244962,2.00387460077634,105203.571428571,todos,NAC,491463
2018-01-08,220092,2.00839977366041,94480.4285714286,todos,NAC,441271
2018-01-15,212204,2.0247774103705,91542.8571428571,todos,NAC,428596
2018-01-22,210429,2.02901963176998,90926.5714285714,todos,NAC,426057
2018-01-29,209023,2.05048341523846,90991.5714285714,todos,NAC,427918
2018-02-05,202048,2.02684885607269,87266.2857142857,todos,NAC,408816
2018-02-12,201584,2.09229035901858,88990.1428571429,todos,NAC,421347
2018-02-19,213329,1.98586297505029,90601.4285714286,todos,NAC,420881
2018-02-26,204094,2.09561627594744,90222.7142857143,todos,NAC,427465
2018-03-05,198106,2.08515997011772,87249.7142857143,todos,NAC,412642
